,status,value,date
3862,cases,1617.0,2020-03-26
3863,cases,1618.0,2020-03-26
3864,cases,1619.0,2020-03-26
3865,cases,1620.0,2020-03-26
3866,cases,1621.0,2020-03-26
3867,cases,1622.0,2020-03-26
3868,cases,1623.0,2020-03-26
3869,cases,1624.0,2020-03-26
3870,cases,1625.0,2020-03-26
3871,cases,1626.0,2020-03-26
3872,cases,1627.0,2020-03-26
3873,cases,1628.0,2020-03-26
3874,cases,1629.0,2020-03-26
4181,cases,1630.0,2020-03-27
4182,cases,1631.0,2020-03-27
4183,cases,1632.0,2020-03-27
4184,cases,1633.0,2020-03-27
4185,cases,1634.0,2020-03-27
4186,cases,1635.0,2020-03-27
4187,cases,1636.0,2020-03-27
4188,cases,1637.0,2020-03-27
4189,cases,1638.0,2020-03-27
4190,cases,1639.0,2020-03-27
4191,cases,1640.0,2020-03-27
4192,cases,1641.0,2020-03-27
4193,cases,1642.0,2020-03-27
4194,cases,1643.0,2020-03-27
4195,cases,1644.0,2020-03-27
4196,cases,1645.0,2020-03-27
4197,cases,1646.0,2020-03-27
4198,cases,1647.0,2020-03-27
4199,cases,1648.0,2020-03-27
4200,cases,1649.0,2020-03-27
4201,cases,1650.0,2020-03-27
4202,cases,1651.0,2020-03-27
4203,cases,1652.0,2020-03-27
4204,cases,1653.0,2020-03-27
4205,cases,1654.0,2020-03-27
4206,cases,1655.0,2020-03-27
4207,cases,1656.0,2020-03-27
4208,cases,1657.0,2020-03-27
4209,cases,1658.0,2020-03-27
4210,cases,1659.0,2020-03-27
4211,cases,1660.0,2020-03-27
4212,cases,1661.0,2020-03-27
4213,cases,1662.0,2020-03-27
4214,cases,1663.0,2020-03-27
4215,cases,1664.0,2020-03-27
4216,cases,1665.0,2020-03-27
4217,cases,1666.0,2020-03-27
4218,cases,1667.0,2020-03-27
4219,cases,1668.0,2020-03-27
4220,cases,1669.0,2020-03-27
4221,cases,1670.0,2020-03-27
4222,cases,1671.0,2020-03-27
4223,cases,1672.0,2020-03-27
4224,cases,1673.0,2020-03-27
4225,cases,1674.0,2020-03-27
4226,cases,1675.0,2020-03-27
4227,cases,1676.0,2020-03-27
4228,cases,1677.0,2020-03-27
4229,cases,1678.0,2020-03-27
4230,cases,1679.0,2020-03-27
4231,cases,1680.0,2020-03-27
4232,cases,1681.0,2020-03-27
4233,cases,1682.0,2020-03-27
4234,cases,1683.0,2020-03-27
4235,cases,1684.0,2020-03-27
4236,cases,1685.0,2020-03-27
4237,cases,1686.0,2020-03-27
4238,cases,1687.0,2020-03-27
4239,cases,1688.0,2020-03-27
4240,cases,1689.0,2020-03-27
4241,cases,1690.0,2020-03-27
4242,cases,1691.0,2020-03-27
4243,cases,1692.0,2020-03-27
4244,cases,1693.0,2020-03-27
4245,cases,1694.0,2020-03-27
4246,cases,1695.0,2020-03-27
4247,cases,1696.0,2020-03-27
4248,cases,1697.0,2020-03-27
4249,cases,1698.0,2020-03-27
4250,cases,1699.0,2020-03-27
4251,cases,1700.0,2020-03-27
4252,cases,1701.0,2020-03-27
4253,cases,1702.0,2020-03-27
4254,cases,1703.0,2020-03-27
4255,cases,1704.0,2020-03-27
4256,cases,1705.0,2020-03-27
4257,cases,1706.0,2020-03-27
4258,cases,1707.0,2020-03-27
4259,cases,1708.0,2020-03-27
4260,cases,1709.0,2020-03-27
4261,cases,1710.0,2020-03-27
4262,cases,1711.0,2020-03-27
4263,cases,1712.0,2020-03-27
4264,cases,1713.0,2020-03-27
4265,cases,1714.0,2020-03-27
4266,cases,1715.0,2020-03-27
4267,cases,1716.0,2020-03-27
4268,cases,1717.0,2020-03-27
4269,cases,1718.0,2020-03-27
4270,cases,1719.0,2020-03-27
4271,cases,1720.0,2020-03-27
4272,cases,1721.0,2020-03-27
4273,cases,1722.0,2020-03-27
4274,cases,1723.0,2020-03-27
4275,cases,1724.0,2020-03-27
4276,cases,1725.0,2020-03-27
4277,cases,1726.0,2020-03-27
4278,cases,1727.0,2020-03-27
4279,cases,1728.0,2020-03-27
4280,cases,1729.0,2020-03-27
4281,cases,1730.0,2020-03-27
4282,cases,1731.0,2020-03-27
4283,cases,1732.0,2020-03-27
4284,cases,1733.0,2020-03-27
4285,cases,1734.0,2020-03-27
4286,cases,1735.0,2020-03-27
4287,cases,1736.0,2020-03-27
4288,cases,1737.0,2020-03-27
4289,cases,1738.0,2020-03-27
4290,cases,1739.0,2020-03-27
4291,cases,1740.0,2020-03-27
4292,cases,1741.0,2020-03-27
4293,cases,1742.0,2020-03-27
4294,cases,1743.0,2020-03-27
4295,cases,1744.0,2020-03-27
4296,cases,1745.0,2020-03-27
4297,cases,1746.0,2020-03-27
4298,cases,1747.0,2020-03-27
4299,cases,1748.0,2020-03-27
4300,cases,1749.0,2020-03-27
4301,cases,1750.0,2020-03-27
4302,cases,1751.0,2020-03-27
4303,cases,1752.0,2020-03-27
4304,cases,1753.0,2020-03-27
4305,cases,1754.0,2020-03-27
4306,cases,1755.0,2020-03-27
4307,cases,1756.0,2020-03-27
4308,cases,1757.0,2020-03-27
4309,cases,1758.0,2020-03-27
4310,cases,1759.0,2020-03-27
4311,cases,1760.0,2020-03-27
4312,cases,1761.0,2020-03-27
4313,cases,1762.0,2020-03-27
4314,cases,1763.0,2020-03-27
4315,cases,1764.0,2020-03-27
4316,cases,1765.0,2020-03-27
4317,cases,1766.0,2020-03-27
4318,cases,1767.0,2020-03-27
4319,cases,1768.0,2020-03-27
4320,cases,1769.0,2020-03-27
4321,cases,1770.0,2020-03-27
4322,cases,1771.0,2020-03-27
4323,cases,1772.0,2020-03-27
4324,cases,1773.0,2020-03-27
4325,cases,1774.0,2020-03-27
4326,cases,1775.0,2020-03-27
4327,cases,1776.0,2020-03-27
4328,cases,1777.0,2020-03-27
4329,cases,1778.0,2020-03-27
4330,cases,1779.0,2020-03-27
4331,cases,1780.0,2020-03-27
4332,cases,1781.0,2020-03-27
4333,cases,1782.0,2020-03-27
4334,cases,1783.0,2020-03-27
4335,cases,1784.0,2020-03-27
4336,cases,1785.0,2020-03-27
4337,cases,1786.0,2020-03-27
4338,cases,1787.0,2020-03-27
4339,cases,1788.0,2020-03-27
4340,cases,1789.0,2020-03-27
4341,cases,1790.0,2020-03-27
4342,cases,1791.0,2020-03-27
4343,cases,1792.0,2020-03-27
4344,cases,1793.0,2020-03-27
4345,cases,1794.0,2020-03-27
4346,cases,1795.0,2020-03-27
4347,cases,1796.0,2020-03-27
4348,cases,1797.0,2020-03-27
4349,cases,1798.0,2020-03-27
4350,cases,1799.0,2020-03-27
4351,cases,1800.0,2020-03-27
4352,cases,1801.0,2020-03-27
4353,cases,1802.0,2020-03-27
4354,cases,1803.0,2020-03-27
4355,cases,1804.0,2020-03-27
4356,cases,1805.0,2020-03-27
4357,cases,1806.0,2020-03-27
4358,cases,1807.0,2020-03-27
4359,cases,1808.0,2020-03-27
4360,cases,1809.0,2020-03-27
4361,cases,1810.0,2020-03-27
4362,cases,1811.0,2020-03-27
4363,cases,1812.0,2020-03-27
4364,cases,1813.0,2020-03-27
4365,cases,1814.0,2020-03-27
4366,cases,1815.0,2020-03-27
4367,cases,1816.0,2020-03-27
4368,cases,1817.0,2020-03-27
4369,cases,1818.0,2020-03-27
4370,cases,1819.0,2020-03-27
4371,cases,1820.0,2020-03-27
4372,cases,1821.0,2020-03-27
4373,cases,1822.0,2020-03-27
4374,cases,1823.0,2020-03-27
4375,cases,1824.0,2020-03-27
4376,cases,1825.0,2020-03-27
4377,cases,1826.0,2020-03-27
4378,cases,1827.0,2020-03-27
4379,cases,1828.0,2020-03-27
4380,cases,1829.0,2020-03-27
4381,cases,1830.0,2020-03-27
4382,cases,1831.0,2020-03-27
4383,cases,1832.0,2020-03-27
4384,cases,1833.0,2020-03-27
4385,cases,1834.0,2020-03-27
4386,cases,1835.0,2020-03-27
4387,cases,1836.0,2020-03-27
4388,cases,1837.0,2020-03-27
4389,cases,1838.0,2020-03-27
4390,cases,1839.0,2020-03-27
4391,cases,1840.0,2020-03-27
4392,cases,1841.0,2020-03-27
4393,cases,1842.0,2020-03-27
4394,cases,1843.0,2020-03-27
4395,cases,1844.0,2020-03-27
4396,cases,1845.0,2020-03-27
4397,cases,1846.0,2020-03-27
4398,cases,1847.0,2020-03-27
4399,cases,1848.0,2020-03-27
4400,cases,1849.0,2020-03-27
4401,cases,1850.0,2020-03-27
4402,cases,1851.0,2020-03-27
4403,cases,1852.0,2020-03-27
4404,cases,1853.0,2020-03-27
4405,cases,1854.0,2020-03-27
4406,cases,1855.0,2020-03-27
4407,cases,1856.0,2020-03-27
4408,cases,1857.0,2020-03-27
4409,cases,1858.0,2020-03-27
4410,cases,1859.0,2020-03-27
4411,cases,1860.0,2020-03-27
4412,cases,1861.0,2020-03-27
4413,cases,1862.0,2020-03-27
4414,cases,1863.0,2020-03-27
4415,cases,1864.0,2020-03-27
4416,cases,1865.0,2020-03-27
4417,cases,1866.0,2020-03-27
4418,cases,1867.0,2020-03-27
4419,cases,1868.0,2020-03-27
4420,cases,1869.0,2020-03-27
4421,cases,1870.0,2020-03-27
4422,cases,1871.0,2020-03-27
4423,cases,1872.0,2020-03-27
4424,cases,1873.0,2020-03-27
4425,cases,1874.0,2020-03-27
4426,cases,1875.0,2020-03-27
4427,cases,1876.0,2020-03-27
4428,cases,1877.0,2020-03-27
4429,cases,1878.0,2020-03-27
4430,cases,1879.0,2020-03-27
4431,cases,1880.0,2020-03-27
4432,cases,1881.0,2020-03-27
4433,cases,1882.0,2020-03-27
4434,cases,1883.0,2020-03-27
4435,cases,1884.0,2020-03-27
4436,cases,1885.0,2020-03-27
4437,cases,1886.0,2020-03-27
4438,cases,1887.0,2020-03-27
4439,cases,1888.0,2020-03-27
4440,cases,1889.0,2020-03-27
4441,cases,1890.0,2020-03-27
4442,cases,1891.0,2020-03-27
4443,cases,1892.0,2020-03-27
4444,cases,1893.0,2020-03-27
4445,cases,1894.0,2020-03-27
4446,cases,1895.0,2020-03-27
4447,cases,1896.0,2020-03-27
4448,cases,1897.0,2020-03-27
4449,cases,1898.0,2020-03-27
4450,cases,1899.0,2020-03-27
4451,cases,1900.0,2020-03-27
4452,cases,1901.0,2020-03-27
4453,cases,1902.0,2020-03-27
4454,cases,1903.0,2020-03-27
4455,cases,1904.0,2020-03-27
4456,cases,1905.0,2020-03-27
4457,cases,1906.0,2020-03-27
4458,cases,1907.0,2020-03-27
4459,cases,1908.0,2020-03-27
4460,cases,1909.0,2020-03-27
4461,cases,1910.0,2020-03-27
4462,cases,1911.0,2020-03-27
4463,cases,1912.0,2020-03-27
4464,cases,1913.0,2020-03-27
4465,cases,1914.0,2020-03-27
4466,cases,1915.0,2020-03-27
4467,cases,1916.0,2020-03-27
4468,cases,1917.0,2020-03-27
4469,cases,1918.0,2020-03-27
4470,cases,1919.0,2020-03-27
4471,cases,1920.0,2020-03-27
4472,cases,1921.0,2020-03-27
4473,cases,1922.0,2020-03-27
4474,cases,1923.0,2020-03-27
4475,cases,1924.0,2020-03-27
4476,cases,1925.0,2020-03-27
4477,cases,1926.0,2020-03-27
4478,cases,1927.0,2020-03-27
4479,cases,1928.0,2020-03-27
4480,cases,1929.0,2020-03-27
4481,cases,1930.0,2020-03-27
4482,cases,1931.0,2020-03-27
4483,cases,1932.0,2020-03-27
4484,cases,1933.0,2020-03-27
4485,cases,1934.0,2020-03-27
4486,cases,1935.0,2020-03-27
4487,cases,1936.0,2020-03-27
4488,cases,1937.0,2020-03-27
4489,cases,1938.0,2020-03-27
4490,cases,1939.0,2020-03-27
4491,cases,1940.0,2020-03-27
4492,cases,1941.0,2020-03-27
4493,cases,1942.0,2020-03-27
4494,cases,1943.0,2020-03-27
4495,cases,1944.0,2020-03-27
4496,cases,1945.0,2020-03-27
4497,cases,1946.0,2020-03-27
4498,cases,1947.0,2020-03-27
4499,cases,1948.0,2020-03-27
4500,cases,1949.0,2020-03-27
4501,cases,1950.0,2020-03-27
4502,cases,1951.0,2020-03-27
4503,cases,1952.0,2020-03-27
4504,cases,1953.0,2020-03-27
4505,cases,1954.0,2020-03-27
4506,cases,1955.0,2020-03-27
4507,cases,1956.0,2020-03-27
4508,cases,1957.0,2020-03-27
4509,cases,1958.0,2020-03-27
4510,cases,1959.0,2020-03-27
4511,cases,1960.0,2020-03-27
4512,cases,1961.0,2020-03-27
4513,cases,1962.0,2020-03-27
4514,cases,1963.0,2020-03-27
4515,cases,1964.0,2020-03-27
4516,cases,1965.0,2020-03-27
4517,cases,1966.0,2020-03-27
4518,cases,1967.0,2020-03-27
4519,cases,1968.0,2020-03-27
4520,cases,1969.0,2020-03-27
4521,cases,1970.0,2020-03-27
4522,cases,1971.0,2020-03-27
4523,cases,1972.0,2020-03-27
4524,cases,1973.0,2020-03-27
4525,cases,1974.0,2020-03-27
4526,cases,1975.0,2020-03-27
4527,cases,1976.0,2020-03-27
4528,cases,1977.0,2020-03-27
4529,cases,1978.0,2020-03-27
4530,cases,1979.0,2020-03-27
4531,cases,1980.0,2020-03-27
4532,cases,1981.0,2020-03-27
4533,cases,1982.0,2020-03-27
4534,cases,1983.0,2020-03-27
4535,cases,1984.0,2020-03-27
4536,cases,1985.0,2020-03-27
4537,cases,1986.0,2020-03-27
4538,cases,1987.0,2020-03-27
4539,cases,1988.0,2020-03-27
4540,cases,1989.0,2020-03-27
4541,cases,1990.0,2020-03-27
4542,cases,1991.0,2020-03-27
4543,cases,1992.0,2020-03-27
4544,cases,1993.0,2020-03-27
4545,cases,1994.0,2020-03-27
4546,cases,1995.0,2020-03-27
4547,cases,1996.0,2020-03-27
4548,cases,1997.0,2020-03-27
4549,cases,1998.0,2020-03-27
4550,cases,1999.0,2020-03-27
4551,cases,2000.0,2020-03-27
4552,cases,2001.0,2020-03-27
4553,cases,2002.0,2020-03-27
4554,cases,2003.0,2020-03-27
4555,cases,2004.0,2020-03-27
4556,cases,2005.0,2020-03-27
4557,cases,2006.0,2020-03-27
4558,cases,2007.0,2020-03-27
4559,cases,2008.0,2020-03-27
4560,cases,2009.0,2020-03-27
4561,cases,2010.0,2020-03-27
4562,cases,2011.0,2020-03-27
4563,cases,2012.0,2020-03-27
4564,cases,2013.0,2020-03-27
4565,cases,2014.0,2020-03-27
4566,cases,2015.0,2020-03-27
4567,cases,2016.0,2020-03-27
4568,cases,2017.0,2020-03-27
4569,cases,2018.0,2020-03-27
4570,cases,2019.0,2020-03-27
4571,cases,2020.0,2020-03-27
4572,cases,2021.0,2020-03-27
4933,cases,2022.0,2020-03-28
4934,cases,2023.0,2020-03-28
4935,cases,2024.0,2020-03-28
4936,cases,2025.0,2020-03-28
4937,cases,2026.0,2020-03-28
4938,cases,2027.0,2020-03-28
4939,cases,2028.0,2020-03-28
4940,cases,2029.0,2020-03-28
4941,cases,2030.0,2020-03-28
4942,cases,2031.0,2020-03-28
4943,cases,2032.0,2020-03-28
4944,cases,2033.0,2020-03-28
4945,cases,2034.0,2020-03-28
4946,cases,2035.0,2020-03-28
4947,cases,2036.0,2020-03-28
4948,cases,2037.0,2020-03-28
4949,cases,2038.0,2020-03-28
4950,cases,2039.0,2020-03-28
4951,cases,2040.0,2020-03-28
4952,cases,2041.0,2020-03-28
4953,cases,2042.0,2020-03-28
4954,cases,2043.0,2020-03-28
4955,cases,2044.0,2020-03-28
4956,cases,2045.0,2020-03-28
4957,cases,2046.0,2020-03-28
4958,cases,2047.0,2020-03-28
4959,cases,2048.0,2020-03-28
4960,cases,2049.0,2020-03-28
4961,cases,2050.0,2020-03-28
4962,cases,2051.0,2020-03-28
4963,cases,2052.0,2020-03-28
4964,cases,2053.0,2020-03-28
4965,cases,2054.0,2020-03-28
4966,cases,2055.0,2020-03-28
4967,cases,2056.0,2020-03-28
4968,cases,2057.0,2020-03-28
4969,cases,2058.0,2020-03-28
4970,cases,2059.0,2020-03-28
4971,cases,2060.0,2020-03-28
4972,cases,2061.0,2020-03-28
4973,cases,2062.0,2020-03-28
4974,cases,2063.0,2020-03-28
4975,cases,2064.0,2020-03-28
4976,cases,2065.0,2020-03-28
4977,cases,2066.0,2020-03-28
4978,cases,2067.0,2020-03-28
4979,cases,2068.0,2020-03-28
4980,cases,2069.0,2020-03-28
4981,cases,2070.0,2020-03-28
4982,cases,2071.0,2020-03-28
4983,cases,2072.0,2020-03-28
4984,cases,2073.0,2020-03-28
4985,cases,2074.0,2020-03-28
4986,cases,2075.0,2020-03-28
4987,cases,2076.0,2020-03-28
4988,cases,2077.0,2020-03-28
4989,cases,2078.0,2020-03-28
4990,cases,2079.0,2020-03-28
4991,cases,2080.0,2020-03-28
4992,cases,2081.0,2020-03-28
4993,cases,2082.0,2020-03-28
4994,cases,2083.0,2020-03-28
4995,cases,2084.0,2020-03-28
4996,cases,2085.0,2020-03-28
4997,cases,2086.0,2020-03-28
4998,cases,2087.0,2020-03-28
4999,cases,2088.0,2020-03-28
5000,cases,2089.0,2020-03-28
5001,cases,2090.0,2020-03-28
5002,cases,2091.0,2020-03-28
5003,cases,2092.0,2020-03-28
5004,cases,2093.0,2020-03-28
5005,cases,2094.0,2020-03-28
5006,cases,2095.0,2020-03-28
5007,cases,2096.0,2020-03-28
5008,cases,2097.0,2020-03-28
5009,cases,2098.0,2020-03-28
5010,cases,2099.0,2020-03-28
5011,cases,2100.0,2020-03-28
5012,cases,2101.0,2020-03-28
5013,cases,2102.0,2020-03-28
5014,cases,2103.0,2020-03-28
5015,cases,2104.0,2020-03-28
5016,cases,2105.0,2020-03-28
5017,cases,2106.0,2020-03-28
5018,cases,2107.0,2020-03-28
5019,cases,2108.0,2020-03-28
5020,cases,2109.0,2020-03-28
5021,cases,2110.0,2020-03-28
5022,cases,2111.0,2020-03-28
5023,cases,2112.0,2020-03-28
5024,cases,2113.0,2020-03-28
5025,cases,2114.0,2020-03-28
5026,cases,2115.0,2020-03-28
5027,cases,2116.0,2020-03-28
5028,cases,2117.0,2020-03-28
5029,cases,2118.0,2020-03-28
5030,cases,2119.0,2020-03-28
5031,cases,2120.0,2020-03-28
5032,cases,2121.0,2020-03-28
5033,cases,2122.0,2020-03-28
5034,cases,2123.0,2020-03-28
5035,cases,2124.0,2020-03-28
5036,cases,2125.0,2020-03-28
5037,cases,2126.0,2020-03-28
5038,cases,2127.0,2020-03-28
5039,cases,2128.0,2020-03-28
5040,cases,2129.0,2020-03-28
5041,cases,2130.0,2020-03-28
5042,cases,2131.0,2020-03-28
5043,cases,2132.0,2020-03-28
5044,cases,2133.0,2020-03-28
5045,cases,2134.0,2020-03-28
5046,cases,2135.0,2020-03-28
5047,cases,2136.0,2020-03-28
5048,cases,2137.0,2020-03-28
5049,cases,2138.0,2020-03-28
5050,cases,2139.0,2020-03-28
5051,cases,2140.0,2020-03-28
5052,cases,2141.0,2020-03-28
5053,cases,2142.0,2020-03-28
5054,cases,2143.0,2020-03-28
5055,cases,2144.0,2020-03-28
5056,cases,2145.0,2020-03-28
5057,cases,2146.0,2020-03-28
5058,cases,2147.0,2020-03-28
5059,cases,2148.0,2020-03-28
5060,cases,2149.0,2020-03-28
5061,cases,2150.0,2020-03-28
5062,cases,2151.0,2020-03-28
5063,cases,2152.0,2020-03-28
5064,cases,2153.0,2020-03-28
5065,cases,2154.0,2020-03-28
5066,cases,2155.0,2020-03-28
5067,cases,2156.0,2020-03-28
5068,cases,2157.0,2020-03-28
5069,cases,2158.0,2020-03-28
5070,cases,2159.0,2020-03-28
5071,cases,2160.0,2020-03-28
5072,cases,2161.0,2020-03-28
5073,cases,2162.0,2020-03-28
5074,cases,2163.0,2020-03-28
5075,cases,2164.0,2020-03-28
5076,cases,2165.0,2020-03-28
5077,cases,2166.0,2020-03-28
5078,cases,2167.0,2020-03-28
5079,cases,2168.0,2020-03-28
5080,cases,2169.0,2020-03-28
5081,cases,2170.0,2020-03-28
5082,cases,2171.0,2020-03-28
5083,cases,2172.0,2020-03-28
5084,cases,2173.0,2020-03-28
5085,cases,2174.0,2020-03-28
5086,cases,2175.0,2020-03-28
5087,cases,2176.0,2020-03-28
5088,cases,2177.0,2020-03-28
5089,cases,2178.0,2020-03-28
5090,cases,2179.0,2020-03-28
5091,cases,2180.0,2020-03-28
5092,cases,2181.0,2020-03-28
5093,cases,2182.0,2020-03-28
5094,cases,2183.0,2020-03-28
5095,cases,2184.0,2020-03-28
5096,cases,2185.0,2020-03-28
5097,cases,2186.0,2020-03-28
5098,cases,2187.0,2020-03-28
5099,cases,2188.0,2020-03-28
5100,cases,2189.0,2020-03-28
5101,cases,2190.0,2020-03-28
5102,cases,2191.0,2020-03-28
5103,cases,2192.0,2020-03-28
5104,cases,2193.0,2020-03-28
5105,cases,2194.0,2020-03-28
5106,cases,2195.0,2020-03-28
5107,cases,2196.0,2020-03-28
5108,cases,2197.0,2020-03-28
5109,cases,2198.0,2020-03-28
5110,cases,2199.0,2020-03-28
5111,cases,2200.0,2020-03-28
5112,cases,2201.0,2020-03-28
5113,cases,2202.0,2020-03-28
5114,cases,2203.0,2020-03-28
5115,cases,2204.0,2020-03-28
5116,cases,2205.0,2020-03-28
5117,cases,2206.0,2020-03-28
5118,cases,2207.0,2020-03-28
5119,cases,2208.0,2020-03-28
5120,cases,2209.0,2020-03-28
5121,cases,2210.0,2020-03-28
5122,cases,2211.0,2020-03-28
5123,cases,2212.0,2020-03-28
5124,cases,2213.0,2020-03-28
5125,cases,2214.0,2020-03-28
5126,cases,2215.0,2020-03-28
5127,cases,2216.0,2020-03-28
5128,cases,2217.0,2020-03-28
5129,cases,2218.0,2020-03-28
5130,cases,2219.0,2020-03-28
5131,cases,2220.0,2020-03-28
5132,cases,2221.0,2020-03-28
5133,cases,2222.0,2020-03-28
5134,cases,2223.0,2020-03-28
5135,cases,2224.0,2020-03-28
5136,cases,2225.0,2020-03-28
5137,cases,2226.0,2020-03-28
5138,cases,2227.0,2020-03-28
5139,cases,2228.0,2020-03-28
5140,cases,2229.0,2020-03-28
5141,cases,2230.0,2020-03-28
5142,cases,2231.0,2020-03-28
5143,cases,2232.0,2020-03-28
5144,cases,2233.0,2020-03-28
5145,cases,2234.0,2020-03-28
5146,cases,2235.0,2020-03-28
5147,cases,2236.0,2020-03-28
5148,cases,2237.0,2020-03-28
5149,cases,2238.0,2020-03-28
5150,cases,2239.0,2020-03-28
5151,cases,2240.0,2020-03-28
5152,cases,2241.0,2020-03-28
5153,cases,2242.0,2020-03-28
5154,cases,2243.0,2020-03-28
5155,cases,2244.0,2020-03-28
5156,cases,2245.0,2020-03-28
5157,cases,2246.0,2020-03-28
5158,cases,2247.0,2020-03-28
5159,cases,2248.0,2020-03-28
5160,cases,2249.0,2020-03-28
5161,cases,2250.0,2020-03-28
5162,cases,2251.0,2020-03-28
5163,cases,2252.0,2020-03-28
5164,cases,2253.0,2020-03-28
5165,cases,2254.0,2020-03-28
5166,cases,2255.0,2020-03-28
5167,cases,2256.0,2020-03-28
5168,cases,2257.0,2020-03-28
5169,cases,2258.0,2020-03-28
5170,cases,2259.0,2020-03-28
5171,cases,2260.0,2020-03-28
5172,cases,2261.0,2020-03-28
5173,cases,2262.0,2020-03-28
5174,cases,2263.0,2020-03-28
5175,cases,2264.0,2020-03-28
5176,cases,2265.0,2020-03-28
5177,cases,2266.0,2020-03-28
5178,cases,2267.0,2020-03-28
5179,cases,2268.0,2020-03-28
5180,cases,2269.0,2020-03-28
5181,cases,2270.0,2020-03-28
5182,cases,2271.0,2020-03-28
5183,cases,2272.0,2020-03-28
5184,cases,2273.0,2020-03-28
5185,cases,2274.0,2020-03-28
5186,cases,2275.0,2020-03-28
5187,cases,2276.0,2020-03-28
5188,cases,2277.0,2020-03-28
5189,cases,2278.0,2020-03-28
5190,cases,2279.0,2020-03-28
5191,cases,2280.0,2020-03-28
5192,cases,2281.0,2020-03-28
5193,cases,2282.0,2020-03-28
5194,cases,2283.0,2020-03-28
5195,cases,2284.0,2020-03-28
5196,cases,2285.0,2020-03-28
5197,cases,2286.0,2020-03-28
5198,cases,2287.0,2020-03-28
5199,cases,2288.0,2020-03-28
5200,cases,2289.0,2020-03-28
5201,cases,2290.0,2020-03-28
5202,cases,2291.0,2020-03-28
5203,cases,2292.0,2020-03-28
5204,cases,2293.0,2020-03-28
5205,cases,2294.0,2020-03-28
5206,cases,2295.0,2020-03-28
5207,cases,2296.0,2020-03-28
5208,cases,2297.0,2020-03-28
5209,cases,2298.0,2020-03-28
5210,cases,2299.0,2020-03-28
5211,cases,2300.0,2020-03-28
5212,cases,2301.0,2020-03-28
5213,cases,2302.0,2020-03-28
5214,cases,2303.0,2020-03-28
5215,cases,2304.0,2020-03-28
5216,cases,2305.0,2020-03-28
5217,cases,2306.0,2020-03-28
5218,cases,2307.0,2020-03-28
5219,cases,2308.0,2020-03-28
5220,cases,2309.0,2020-03-28
5221,cases,2310.0,2020-03-28
5222,cases,2311.0,2020-03-28
5223,cases,2312.0,2020-03-28
5224,cases,2313.0,2020-03-28
5225,cases,2314.0,2020-03-28
5226,cases,2315.0,2020-03-28
5227,cases,2316.0,2020-03-28
5228,cases,2317.0,2020-03-28
5229,cases,2318.0,2020-03-28
5230,cases,2319.0,2020-03-28
5231,cases,2320.0,2020-03-28
5232,cases,2321.0,2020-03-28
5233,cases,2322.0,2020-03-28
5234,cases,2323.0,2020-03-28
5235,cases,2324.0,2020-03-28
5236,cases,2325.0,2020-03-28
5237,cases,2326.0,2020-03-28
5238,cases,2327.0,2020-03-28
5239,cases,2328.0,2020-03-28
5240,cases,2329.0,2020-03-28
5241,cases,2330.0,2020-03-28
5242,cases,2331.0,2020-03-28
5243,cases,2332.0,2020-03-28
5244,cases,2333.0,2020-03-28
5245,cases,2334.0,2020-03-28
5246,cases,2335.0,2020-03-28
5247,cases,2336.0,2020-03-28
5248,cases,2337.0,2020-03-28
5249,cases,2338.0,2020-03-28
5250,cases,2339.0,2020-03-28
5251,cases,2340.0,2020-03-28
5252,cases,2341.0,2020-03-28
5253,cases,2342.0,2020-03-28
5254,cases,2343.0,2020-03-28
5255,cases,2344.0,2020-03-28
5256,cases,2345.0,2020-03-28
5257,cases,2346.0,2020-03-28
5258,cases,2347.0,2020-03-28
5259,cases,2348.0,2020-03-28
5260,cases,2349.0,2020-03-28
5261,cases,2350.0,2020-03-28
5262,cases,2351.0,2020-03-28
5263,cases,2352.0,2020-03-28
5264,cases,2353.0,2020-03-28
5265,cases,2354.0,2020-03-28
5266,cases,2355.0,2020-03-28
5267,cases,2356.0,2020-03-28
5268,cases,2357.0,2020-03-28
5269,cases,2358.0,2020-03-28
5270,cases,2359.0,2020-03-28
5271,cases,2360.0,2020-03-28
5272,cases,2361.0,2020-03-28
5273,cases,2362.0,2020-03-28
5274,cases,2363.0,2020-03-28
5275,cases,2364.0,2020-03-28
5276,cases,2365.0,2020-03-28
5277,cases,2366.0,2020-03-28
5278,cases,2367.0,2020-03-28
5279,cases,2368.0,2020-03-28
5280,cases,2369.0,2020-03-28
5281,cases,2370.0,2020-03-28
5282,cases,2371.0,2020-03-28
5283,cases,2372.0,2020-03-28
5284,cases,2373.0,2020-03-28
5285,cases,2374.0,2020-03-28
5286,cases,2375.0,2020-03-28
5287,cases,2376.0,2020-03-28
5288,cases,2377.0,2020-03-28
5289,cases,2378.0,2020-03-28
5290,cases,2379.0,2020-03-28
5291,cases,2380.0,2020-03-28
5292,cases,2381.0,2020-03-28
5293,cases,2382.0,2020-03-28
5294,cases,2383.0,2020-03-28
5295,cases,2384.0,2020-03-28
5296,cases,2385.0,2020-03-28
5297,cases,2386.0,2020-03-28
5298,cases,2387.0,2020-03-28
5299,cases,2388.0,2020-03-28
5300,cases,2389.0,2020-03-28
5301,cases,2390.0,2020-03-28
5302,cases,2391.0,2020-03-28
5303,cases,2392.0,2020-03-28
5304,cases,2393.0,2020-03-28
